	WT_F1	WT_F2	WT_M3	WT_M4	rd10_F4	rd10_F3	rd10_F2	rd10_F1	rd10_M8	rd10_M6	rd10_M7	rd10_M5
Gm47559	0	0	0	0	0	0	0	0	0	0	2	0
Gm4756	13	10	9	7	7	4	3	3	4	3	3	2
Gm47560	0	0	0	0	0	0	0	0	0	0	0	0
Gm47561	0	0	0	0	0	0	0	0	0	0	0	0
Gm47562	0	0	0	0	0	0	0	0	0	0	0	0
Gm47563	0	0	0	0	0	0	0	0	0	0	0	0
Gm47564	0	0	0	0	0	0	0	0	0	0	1	0
Gm47565	0	1	0	0	0	2	0	1	0	0	0	0
Gm47566	0	0	0	0	0	0	0	0	0	0	0	0
Gm47567	0	0	0	0	0	1	1	0	2	0	0	1
Gm47568	0	0	0	0	0	0	0	0	0	0	0	0
Gm47569	0	0	0	0	0	0	0	0	0	0	0	0
Gm4757	0	0	0	0	0	0	0	0	0	0	0	0
Gm47570	0	0	0	0	0	0	0	0	0	0	0	0
Gm47571	0	0	0	0	0	0	0	0	0	0	0	0
Gm47572	296	416	302	387	264	242	208	277	235	327	242	220
Gm47573	134	169	121	152	97	114	94	96	85	159	90	75
Gm47574	0	0	0	0	0	0	0	0	0	0	0	0
Gm47575	0	0	0	0	1	0	0	1	0	0	0	0
Gm47576	0	0	0	0	0	0	0	0	0	0	0	0
Gm47577	1	1	2	1	21	24	21	30	32	30	30	48
Gm47578	1	1	0	0	0	0	0	0	0	1	0	2
Gm47579	3	0	0	0	0	0	0	0	0	0	0	0
Gm47580	29	40	12	23	6	17	12	11	13	16	12	13
Gm47581	0	0	0	0	0	0	0	0	0	0	0	0
Gm47582	0	1	1	1	0	0	0	0	0	0	0	0
Gm47583	20	27	15	23	14	17	10	19	19	12	20	8
Gm47584	0	0	0	0	0	1	0	0	0	3	0	2
Gm47585	8	8	6	6	4	5	3	5	1	3	2	3
Gm47586	0	0	1	2	1	0	0	0	0	0	0	0
Gm47587	0	2	0	0	0	1	0	0	0	0	0	0
Gm47588	3	3	8	4	4	6	2	8	5	6	4	3
Gm47589	0	0	0	0	0	0	0	0	0	0	0	0
Gm4759	1	0	0	1	2	1	0	4	3	5	0	2
Gm47590	0	1	0	0	6	1	2	0	1	2	1	0
Gm47591	0	4	1	0	5	4	4	7	3	7	6	6
Gm47592	0	0	0	1	0	1	1	3	1	1	0	1
Gm47593	1	1	2	1	4	2	1	6	3	4	6	5
Gm47594	2	0	0	6	2	3	1	2	5	1	6	3
Gm47595	1	0	4	2	1	2	0	1	1	4	0	0
Gm47596	0	0	0	0	0	0	0	0	0	0	0	0
Gm47597	5	6	6	6	5	5	4	2	6	5	5	3
Gm47598	0	0	0	0	0	0	0	1	0	0	0	0
Gm47599	0	1	0	3	0	0	0	0	4	2	0	0
Gm4760	0	0	1	0	0	0	1	0	1	0	2	0
Gm47600	0	0	0	0	0	0	0	0	0	0	0	0
Gm47601	0	0	2	0	1	0	0	0	0	0	0	0
Gm47602	3	9	4	8	1	1	1	2	1	2	0	1
Gm47603	1	3	2	1	0	1	2	2	2	1	0	1
Gm47604	0	0	0	0	0	0	0	0	0	0	0	0
Gm47605	0	0	0	0	0	0	0	0	0	0	0	0
Gm47606	0	0	0	0	0	0	0	0	0	0	0	0
Gm47607	0	0	0	0	0	0	0	0	0	0	0	0
Gm47608	0	0	0	0	0	0	0	0	0	0	0	1
Gm47609	0	0	0	0	0	0	0	0	0	0	0	0
Gm4761	0	0	0	0	0	0	1	0	0	1	0	0
Gm47610	0	0	0	0	0	0	0	0	0	0	0	0
Gm47611	0	0	0	0	1	0	0	0	0	0	0	0
Gm47612	0	0	0	0	0	0	0	0	0	0	0	0
Gm47613	0	0	0	0	0	0	0	0	0	0	0	0
Gm47614	0	0	0	0	0	0	0	0	0	0	0	0
Gm47615	6	2	1	1	2	0	3	0	0	1	2	5
Gm47616	0	0	0	0	0	0	0	0	0	0	0	0
Gm47617	0	0	0	0	0	0	0	0	0	1	0	0
Gm47618	0	0	0	0	0	0	0	0	0	0	0	0
Gm47619	0	0	0	0	0	0	0	0	0	0	0	0
Gm47620	0	0	0	0	0	0	0	0	0	0	0	0
Gm47621	0	0	0	0	0	0	1	0	0	0	0	0
Gm47622	1	0	0	1	0	1	1	0	0	1	0	0
Gm47623	0	0	0	0	0	0	0	0	0	0	0	0
Gm47624	1	2	0	0	1	1	0	1	0	0	0	1
Gm47625	0	1	2	1	0	0	0	0	0	1	0	0
Gm47626	0	2	0	3	0	0	0	1	1	0	1	0
Gm47627	0	0	0	0	0	0	0	0	0	0	0	0
Gm47628	0	0	0	0	0	0	0	0	0	0	0	0
Gm47629	0	0	0	0	0	0	0	1	0	0	0	1
Gm47630	0	0	0	0	0	0	0	0	0	0	0	0
Gm47631	0	0	0	0	0	0	0	0	0	0	0	0
Gm47632	0	0	0	0	0	0	0	0	0	0	0	0
Gm47633	0	2	1	0	0	1	0	0	0	3	1	0
Gm47634	0	0	0	0	0	0	0	0	0	0	0	0
Gm47635	0	0	0	0	0	0	0	0	0	0	0	0
Gm47636	0	1	0	0	0	0	0	0	0	1	0	0
Gm47637	0	0	0	0	0	0	0	0	0	0	0	0
Gm47638	0	0	0	0	0	0	0	0	0	0	0	0
Gm47639	2	5	1	4	2	7	1	3	1	2	0	4
Gm4764	0	0	0	0	0	0	0	0	0	0	0	0
Gm47640	87	142	104	121	74	103	80	92	107	137	93	122
Gm47641	0	0	0	0	0	0	0	0	0	0	0	0
Gm47642	0	0	0	0	0	0	0	0	0	0	0	0
Gm47643	3	2	5	3	2	1	0	2	3	1	1	2
Gm47644	0	0	0	0	0	1	0	1	0	0	0	1
Gm47645	0	0	0	0	0	0	0	0	0	0	0	0
Gm47646	0	0	0	0	0	0	0	0	0	0	0	0
Gm47647	885	1046	963	1264	163	272	370	306	190	283	327	310
Gm47648	8	6	3	7	0	2	3	0	3	1	1	2
Gm47649	0	0	0	0	0	0	0	0	0	0	0	0
Gm47650	1	2	2	2	0	5	2	1	2	1	0	1
Gm47651	0	0	0	0	0	0	0	0	0	0	0	0
Gm47652	16	12	7	16	6	12	13	14	9	14	16	5
Gm47653	0	0	0	0	0	0	0	0	0	0	0	0
Gm47654	0	0	0	0	0	0	0	0	0	0	0	0
Gm47655	1	0	0	0	0	0	0	1	0	1	0	0
Gm47656	0	0	2	0	0	0	2	0	0	2	2	0
Gm47657	0	6	0	1	2	1	3	4	1	3	3	2
Gm47658	4	3	2	5	5	7	0	3	1	8	3	2
Gm47659	2	6	1	6	3	6	6	3	3	2	1	4
Gm4766	3	1	2	1	0	3	0	4	1	2	0	0
Gm47660	1	0	1	0	1	1	0	1	1	5	0	0
Gm47661	2	3	0	2	4	2	0	3	1	2	0	2
Gm47662	1	0	0	0	0	0	0	0	2	0	0	0
Gm47663	0	0	0	0	0	0	0	0	0	1	0	1
Gm47664	4	0	0	1	6	3	2	2	3	6	3	8
Gm47665	0	0	0	0	0	0	0	0	0	0	0	0
Gm47666	7	12	3	9	7	12	4	5	4	7	4	6
Gm47667	0	0	0	0	0	0	0	0	0	0	0	0
Gm47668	0	0	0	0	0	0	0	0	0	0	0	0
Gm47669	0	0	0	0	0	0	0	0	0	0	0	0
Gm4767	0	0	0	2	0	0	1	1	1	0	0	0
Gm47670	0	0	0	0	0	0	0	0	0	0	0	0
Gm47671	0	0	0	0	0	0	0	0	0	0	0	0
Gm47672	0	1	0	0	2	0	0	0	0	0	0	0
Gm47673	0	0	0	0	0	0	1	0	0	0	0	0
Gm47674	0	1	0	0	0	3	0	0	0	1	0	0
Gm47675	0	0	0	0	0	0	0	0	0	0	0	0
Gm47676	1	0	1	2	0	3	0	0	1	0	1	0
Gm47677	0	0	0	0	0	0	0	0	0	0	0	0
Gm47678	0	0	0	0	0	0	0	0	0	0	0	0
Gm47679	0	0	0	0	0	0	0	0	0	0	0	0
Gm4768	2	0	0	1	2	2	2	2	1	2	4	0
Gm47680	0	0	0	0	0	0	0	0	0	0	0	0
Gm47681	4	1	3	3	1	0	2	0	1	0	1	2
Gm47682	0	0	0	0	0	0	0	0	0	0	0	0
Gm47683	0	0	0	0	1	0	0	0	0	0	0	0
Gm47684	0	0	0	0	0	0	1	2	0	0	0	0
Gm47685	0	0	0	0	0	0	0	0	0	0	0	0
Gm47686	0	0	0	0	0	0	0	0	0	0	0	0
Gm47687	1	1	1	3	1	2	1	5	4	0	2	3
Gm47688	0	0	0	0	0	0	0	0	0	0	0	0
Gm47689	2	1	0	3	0	0	0	1	0	0	0	0
Gm47690	99	142	58	131	60	59	63	48	33	51	38	58
Gm47691	0	0	0	0	0	0	0	0	0	0	0	0
Gm47692	6	12	13	11	22	10	16	17	17	18	16	24
Gm47693	0	0	0	0	0	2	0	1	0	1	1	0
Gm47694	253	319	261	360	175	161	156	191	164	183	204	195
Gm47695	0	0	0	0	0	0	0	0	0	0	0	0
Gm47696	0	0	0	0	0	0	0	0	0	0	0	0
Gm47697	0	0	0	0	0	0	0	0	0	0	0	0
Gm47698	1	1	0	0	2	0	1	2	0	0	1	0
Gm47699	0	0	0	0	0	0	0	0	0	0	0	0
Gm47700	0	0	0	0	0	0	0	0	0	0	0	0
Gm47701	9	7	4	4	11	17	5	6	12	15	20	5
Gm47702	0	1	0	0	0	0	0	0	0	0	0	0
Gm47703	0	0	0	0	0	0	0	0	0	0	0	0
Gm47704	0	0	0	0	0	0	0	0	0	0	0	0
Gm47705	0	0	0	0	0	0	0	0	1	0	0	0
Gm47706	0	0	0	0	0	0	0	0	0	0	0	0
Gm47707	0	0	0	0	0	0	0	0	0	0	0	0
Gm47708	1	0	2	4	3	2	2	1	4	5	3	3
Gm47709	0	0	0	0	0	0	0	0	0	0	0	0
Gm47710	28	30	20	45	54	35	38	38	48	59	46	42
Gm47711	0	0	0	0	0	0	0	0	1	0	0	0
Gm47712	0	0	0	0	0	0	0	0	0	0	0	0
Gm47713	0	0	0	0	0	0	0	0	0	0	0	0
Gm47714	1	1	0	4	0	0	0	1	0	2	0	0
Gm47715	2	0	0	5	0	1	0	0	0	2	1	1
Gm47716	0	0	0	0	0	0	0	0	0	0	0	0
Gm47717	0	0	0	0	0	0	0	0	0	0	0	0
Gm47718	0	0	0	0	0	0	1	1	0	0	0	0
Gm47719	0	2	0	0	0	0	1	2	2	1	2	1
Gm4772	0	0	0	0	0	0	0	0	0	0	0	0
Gm47720	0	0	0	0	0	0	0	0	0	0	0	0
Gm47721	0	0	0	0	0	0	0	0	0	0	0	0
Gm47722	0	0	0	0	0	0	1	0	0	0	0	0
Gm47723	0	0	0	0	0	0	0	0	0	0	0	0
Gm47724	0	0	0	0	0	0	0	0	1	0	0	0
Gm47725	4	1	5	3	4	6	9	21	16	11	11	8
Gm47726	2	3	0	3	1	1	1	3	3	4	1	0
Gm47727	0	0	0	0	0	0	0	0	0	0	0	0
Gm47728	1	6	1	3	3	4	4	1	4	3	3	8
Gm47729	0	0	0	0	0	0	0	0	0	0	0	0
Gm4773	0	0	0	0	0	0	0	0	0	0	0	0
Gm47730	0	0	0	0	0	0	0	0	0	0	0	0
Gm47731	0	0	0	0	0	0	0	0	1	0	0	1
Gm47732	0	1	0	0	0	0	0	1	0	0	2	1
Gm47733	0	0	0	0	0	0	0	0	0	0	0	0
Gm47734	0	0	0	0	0	0	0	0	0	0	0	0
Gm47735	4	6	5	13	2	6	2	2	6	8	1	2
Gm47736	0	0	0	0	0	0	0	0	0	1	0	0
Gm47737	0	0	0	0	0	0	0	0	0	1	1	0
Gm47738	2	0	2	2	2	0	1	1	3	3	3	2
Gm47739	0	1	0	1	0	0	0	0	0	0	0	0
Gm4774	0	0	0	0	0	0	0	0	0	0	0	0
Gm47740	2	2	0	4	4	1	1	1	1	6	4	3
Gm47741	0	1	1	0	2	0	1	0	1	0	1	1
Gm47742	2	0	0	0	0	0	0	0	1	0	0	0
Gm47743	0	0	0	0	0	0	0	0	0	0	0	0
Gm47744	0	4	1	3	3	1	1	1	1	0	1	0
Gm47745	0	0	0	0	0	0	0	0	0	0	0	0
Gm47746	0	0	0	0	0	0	0	0	0	0	0	0
Gm47747	0	0	0	0	0	0	0	0	0	0	0	0
Gm47748	0	0	1	0	1	0	0	1	1	1	2	0
Gm47749	0	0	0	0	0	0	0	0	0	0	0	0
Gm4775	0	0	0	0	0	0	0	0	0	0	0	0
Gm47750	0	1	0	2	0	0	1	1	0	0	0	0
Gm47751	0	0	0	0	0	0	0	0	0	0	0	0
Gm47752	0	0	0	0	0	0	0	0	0	0	0	0
Gm47753	0	0	0	0	0	0	1	0	0	0	0	1
Gm47754	0	0	0	2	6	3	3	2	4	3	0	2
Gm47755	0	0	0	0	0	0	0	0	0	0	0	0
Gm47756	0	0	0	0	0	0	0	0	0	0	0	0
Gm47757	0	0	0	0	0	0	0	0	0	0	0	0
Gm47758	0	0	0	0	0	0	0	0	0	0	0	0
Gm47759	0	0	0	0	0	0	0	0	0	0	0	0
Gm47760	0	1	0	1	0	0	0	0	1	0	2	0
Gm47761	8	3	4	2	7	6	5	8	5	1	1	3
Gm47762	0	0	0	0	0	0	0	0	0	0	0	0
Gm47763	0	0	0	0	0	0	0	0	0	0	0	0
Gm47764	0	1	0	0	0	0	0	0	0	1	0	0
Gm47765	1	3	2	2	0	1	4	3	4	2	2	3
Gm47766	0	1	3	1	1	0	0	0	1	0	0	0
Gm47767	0	0	1	0	1	0	0	2	2	1	1	0
Gm47768	0	0	0	0	0	0	0	0	0	0	0	0
Gm47769	0	1	0	0	0	2	0	0	0	0	0	0
Gm4777	0	0	0	1	0	0	0	0	0	0	0	0
Gm47770	0	2	0	0	0	0	0	0	1	0	0	0
Gm47771	0	0	0	2	0	0	0	1	0	0	0	0
Gm47772	1	2	6	4	2	0	4	2	0	2	1	2
Gm47773	1	9	2	5	1	6	0	2	3	1	1	0
Gm47774	0	0	0	0	0	0	0	0	0	0	0	0
Gm47775	0	0	1	0	0	0	0	0	1	2	0	1
Gm47776	0	0	0	0	0	0	0	0	0	0	0	0
Gm47777	0	0	0	0	0	0	0	1	0	0	0	0
Gm47778	0	0	0	0	0	0	0	0	0	0	0	0
Gm47779	0	0	0	0	0	0	0	0	0	0	0	0
Gm47780	0	0	0	0	0	0	0	0	0	0	0	0
Gm47781	2	8	4	11	6	3	4	4	10	3	2	6
Gm47782	0	0	0	0	1	0	0	0	0	0	0	0
Gm47783	0	0	0	0	0	0	0	0	0	0	0	0
Gm47784	0	0	0	0	0	0	0	0	0	0	0	0
Gm47785	0	0	0	0	2	2	2	0	0	1	0	0
Gm47786	0	0	0	0	0	0	0	0	0	0	0	0
Gm47787	0	0	0	0	0	0	0	0	0	0	0	0
Gm47788	0	0	0	0	0	0	0	0	0	0	0	0
Gm47789	0	0	0	0	0	0	0	0	0	0	0	0
Gm4779	5	5	2	4	3	7	2	12	7	6	5	6
Gm47790	0	0	1	0	0	0	0	0	1	0	0	1
Gm47791	1	3	1	1	1	0	0	1	0	2	1	1
Gm47792	0	0	0	0	1	0	0	0	0	2	0	0
Gm47793	0	0	0	0	0	0	0	0	0	0	0	0
Gm47794	42	41	19	52	24	19	24	26	23	24	16	17
Gm47795	0	0	0	0	0	1	0	1	2	1	0	0
Gm47796	0	3	1	0	0	0	0	1	0	0	0	1
Gm47797	6	8	5	6	8	8	0	4	9	4	7	3
Gm47798	101	120	79	129	94	104	75	88	98	115	85	90
Gm47799	0	0	0	0	0	0	0	0	0	0	0	0
Gm4780	1	0	0	0	1	0	0	2	0	1	0	0
Gm47800	0	0	0	0	0	0	0	0	0	0	0	0
Gm47801	0	0	0	0	0	1	0	0	0	0	0	0
Gm47802	3	2	2	1	3	2	1	4	3	4	1	2
Gm47803	0	0	0	0	0	0	0	0	0	0	0	0
Gm47804	0	0	0	0	0	0	0	0	1	0	1	0
Gm47805	0	0	0	0	0	0	0	0	0	0	0	0
Gm47806	8	17	3	13	7	2	7	7	11	10	4	6
Gm47807	0	0	0	0	0	0	0	0	0	0	0	0
Gm47808	1	1	2	0	0	0	1	0	0	0	0	0
Gm47809	4	6	4	7	12	7	4	8	16	13	7	12
Gm4781	0	0	0	0	0	0	0	0	0	0	0	0
Gm47810	4	4	1	2	3	5	3	4	1	2	3	0
Gm47811	0	0	0	0	0	0	0	0	0	0	0	0
Gm47812	0	0	0	0	0	0	0	0	0	0	0	0
Gm47813	5	7	5	8	7	5	0	5	6	2	3	1
Gm47814	95	125	115	135	152	125	121	147	136	146	124	148
Gm47815	1	2	0	0	1	2	0	1	1	0	0	1
Gm47816	3	0	2	0	4	0	0	2	0	0	1	0
Gm47817	8	13	6	10	4	11	5	8	3	8	5	6
Gm47818	2	1	7	2	2	1	0	1	0	3	8	1
Gm47819	0	0	0	3	0	0	0	0	2	0	0	0
Gm4782	2	1	0	2	1	2	1	0	1	2	1	1
Gm47820	2	3	1	3	3	2	0	3	2	4	0	1
Gm47821	0	0	0	0	0	0	0	0	0	0	0	0
Gm47822	0	0	0	0	0	1	0	0	0	0	0	0
Gm47823	0	0	0	0	0	0	0	0	0	0	0	0
Gm47824	3	6	0	4	2	5	2	1	1	2	0	4
Gm47825	0	0	0	0	0	0	0	0	0	0	0	0
Gm47826	9	19	7	7	20	31	20	13	23	26	21	25
Gm47827	38	43	26	55	30	29	26	21	22	29	24	25
Gm47828	1	0	0	1	1	0	0	0	0	1	1	0
Gm47829	0	0	0	0	0	0	0	0	0	0	0	0
Gm47830	9	17	10	11	4	4	2	2	2	6	3	0
Gm47831	0	0	0	0	0	0	0	0	0	0	0	0
Gm47832	0	0	0	0	0	0	0	0	0	0	0	0
Gm47833	0	0	0	0	0	0	0	0	0	0	0	0
Gm47834	0	0	0	0	0	0	0	0	0	0	0	0
Gm47835	0	0	0	0	0	0	0	0	0	0	0	0
Gm47836	0	0	0	0	0	0	0	0	0	0	0	0
Gm47837	0	0	0	0	0	0	0	0	0	0	0	0
Gm47838	0	0	0	0	0	0	0	0	0	0	0	0
Gm47839	0	0	0	0	0	0	0	0	0	0	0	0
Gm4784	3	1	0	1	0	3	1	0	0	2	2	0
Gm47840	0	0	0	0	0	0	0	0	0	0	0	0
Gm47842	0	0	0	0	0	0	0	0	1	0	0	0
Gm47843	0	1	0	0	0	0	0	0	1	0	0	0
Gm47844	0	0	0	0	0	0	0	0	0	0	0	0
Gm47845	0	0	0	0	0	0	0	0	0	0	0	0
Gm47846	2	1	0	0	0	1	0	2	0	1	1	0
Gm47847	0	0	0	0	0	0	0	0	0	0	0	0
Gm47848	0	0	0	0	0	0	0	0	0	0	0	0
Gm47849	0	0	0	1	4	4	0	7	3	4	1	0
Gm4785	0	0	0	0	0	0	1	0	0	0	0	0
Gm47850	1	0	0	0	0	0	0	0	0	0	0	0
Gm47851	0	0	1	0	0	0	0	0	0	0	0	0
Gm47852	3	3	2	1	1	1	1	2	0	1	2	1
Gm47853	0	0	0	0	0	0	0	0	0	0	0	0
Gm47854	0	0	0	0	0	1	0	0	0	1	0	0
Gm47855	0	1	5	0	1	0	0	4	0	0	1	1
Gm47856	7	5	8	9	11	12	7	4	16	5	5	3
Gm47857	2	4	1	3	2	2	2	3	1	0	4	1
Gm47858	0	0	0	0	0	0	0	0	0	0	0	0
Gm47859	0	0	0	0	0	0	0	0	1	0	0	0
Gm4786	2	2	4	4	2	10	4	9	11	3	5	3
Gm47860	0	0	0	0	0	0	0	0	0	0	0	0
Gm47861	0	0	0	0	0	0	0	0	0	0	0	0
Gm47862	1	1	0	2	4	2	0	2	0	2	1	0
Gm47863	62	68	58	77	140	120	102	132	150	130	110	133
Gm47864	0	0	0	0	0	0	0	0	0	0	0	0
Gm47865	0	1	1	2	1	0	0	2	0	0	0	2
Gm47866	0	0	0	0	0	0	0	0	0	0	0	0
Gm47867	0	2	2	0	0	0	1	0	0	0	1	0
Gm47868	0	0	0	0	0	0	0	0	0	0	0	0
Gm47869	0	0	0	0	0	0	0	0	0	0	0	0
Gm4787	30	38	40	37	20	38	24	21	42	34	26	16
Gm47870	5	13	11	16	8	5	6	11	8	4	11	12
Gm47871	0	0	0	0	0	0	0	0	0	0	0	0
Gm47872	0	0	0	0	0	0	0	0	0	0	0	0
Gm47873	0	0	0	0	0	0	0	0	0	0	0	0
Gm47874	3	4	2	8	4	2	5	5	3	2	4	0
Gm47875	0	0	0	0	0	0	0	0	0	0	0	0
Gm47876	0	0	0	0	0	0	0	0	0	0	0	0
Gm47877	2	1	1	1	0	2	1	4	3	7	2	8
Gm47878	0	0	0	0	0	0	0	0	0	0	0	0
Gm47879	3	8	4	7	1	2	2	3	1	9	3	1
Gm4788	0	0	0	0	0	0	0	0	0	0	0	1
Gm47880	0	0	0	0	0	0	0	0	0	0	1	0
Gm47881	0	0	0	0	0	0	0	0	0	0	0	1
Gm47882	2	3	1	0	3	2	1	2	1	2	1	3
Gm47883	0	0	0	0	0	0	0	0	0	0	0	0
Gm47884	16	12	9	35	6	7	13	18	7	10	14	7
Gm47885	0	0	0	0	0	0	0	0	0	0	0	0
Gm47886	0	0	0	0	0	0	0	0	2	0	0	1
Gm47887	52	47	66	72	68	120	98	111	84	126	123	124
Gm47888	0	0	0	1	0	0	0	0	0	0	0	0
Gm47889	0	0	0	0	0	0	0	0	1	1	0	0
Gm4789	0	0	0	0	0	0	0	0	0	0	0	0
Gm47890	0	0	0	0	0	0	0	0	0	0	0	0
Gm47891	0	0	0	0	0	1	0	0	0	0	0	0
Gm47892	0	0	0	0	0	0	0	0	0	0	0	0
Gm47893	0	0	0	0	1	0	0	0	1	0	1	0
Gm47894	0	2	1	0	0	1	0	0	0	0	1	0
Gm47895	0	0	0	0	0	0	0	0	0	0	0	0
Gm47896	0	1	0	1	0	0	0	0	0	0	0	0
Gm47897	0	0	0	0	0	0	0	0	0	0	0	0
Gm47898	10	14	16	11	24	20	9	13	19	19	18	12
Gm47899	0	0	0	0	0	0	0	0	0	0	0	0
Gm47900	0	0	0	0	0	0	0	0	0	0	0	0
Gm47901	0	0	0	0	0	0	0	0	0	0	0	0
Gm47902	0	0	0	0	0	0	0	0	0	0	0	0
Gm47903	0	0	0	0	1	0	0	0	0	0	1	0
Gm47904	0	0	0	0	0	0	0	0	0	0	1	0
Gm47905	1	0	0	0	0	1	0	0	0	0	1	1
Gm47906	0	0	0	0	0	2	0	0	0	0	0	0
Gm47907	0	0	0	0	0	0	0	0	0	0	0	0
Gm47908	0	0	0	0	0	0	0	0	0	0	0	0
Gm47909	1	0	0	0	0	0	0	0	0	0	0	0
Gm4791	1	0	0	0	1	0	1	0	0	0	1	0
Gm47910	1	0	0	0	0	0	0	1	0	0	0	0
Gm47911	0	0	0	0	0	0	0	0	0	0	0	0
Gm47912	0	0	0	0	0	2	0	1	1	0	0	1
Gm47913	0	0	0	0	0	0	0	0	0	0	0	1
Gm47914	2	0	0	0	1	1	0	0	1	2	0	1
Gm47915	0	0	0	0	0	0	0	0	0	0	0	1
Gm47916	0	0	0	0	0	0	0	0	0	0	0	0
Gm47917	0	0	0	0	0	0	0	0	0	0	0	0
Gm47918	0	0	0	0	0	0	0	1	1	0	0	0
Gm47919	0	0	0	0	0	0	0	0	0	0	0	0
Gm4792	1695	2054	1829	2497	3378	2599	2933	3265	3565	2996	2351	3283
Gm47920	13	10	9	8	22	20	11	15	18	22	17	21
Gm47921	0	0	1	0	3	1	0	4	2	1	1	1
Gm47922	0	0	0	0	5	0	0	2	0	0	0	1
Gm47923	0	0	0	0	0	0	0	0	0	0	0	0
Gm47924	0	0	0	0	0	0	1	0	0	0	0	0
Gm47925	0	0	0	0	0	0	0	0	0	0	0	0
Gm47926	0	1	0	0	0	0	0	1	0	0	0	0
Gm47927	0	0	0	0	0	0	0	0	0	0	0	0
Gm47928	0	0	0	0	0	0	0	0	0	0	0	1
Gm47929	0	0	0	0	0	0	0	0	0	0	0	0
Gm4793	83	96	60	77	58	60	56	48	69	58	44	72
Gm47930	0	0	0	0	0	0	0	0	0	0	0	1
Gm47931	0	0	0	0	4	2	1	0	1	0	0	0
Gm47932	0	0	1	2	0	1	1	0	2	1	0	1
Gm47933	0	0	0	0	0	0	0	0	0	0	1	0
Gm47934	0	0	0	0	0	0	0	0	0	0	0	0
Gm47935	0	0	0	0	0	0	0	0	0	0	0	0
Gm47936	3	10	2	5	6	3	4	13	16	6	4	5
Gm47937	0	0	0	0	0	0	0	0	0	0	0	0
Gm47938	0	1	2	4	1	0	1	2	3	1	0	3
Gm47939	6	1	0	1	4	2	4	0	4	0	4	6
Gm47940	0	1	0	0	0	0	0	0	0	0	0	0
Gm47941	0	0	0	0	1	1	0	0	0	0	1	0
Gm47942	0	0	0	2	0	0	1	2	2	3	3	4
Gm47943	0	0	0	0	0	1	0	0	0	0	0	0
Gm47944	0	0	0	0	0	0	0	0	0	0	0	0
Gm47945	0	0	0	0	0	0	0	0	0	0	0	0
Gm47946	0	0	1	0	1	0	2	0	0	0	0	0
Gm47947	0	0	0	0	0	0	0	0	0	0	0	0
Gm47948	0	0	0	0	0	0	2	0	0	0	0	0
Gm47949	0	0	0	0	0	0	0	0	0	0	0	0
Gm4795	0	0	0	0	0	0	0	0	1	0	0	0
Gm47950	47	55	31	47	32	37	35	30	23	45	40	25
Gm47951	0	0	0	0	0	0	0	0	0	0	0	0
Gm47952	0	0	0	0	0	0	0	0	0	0	0	0
Gm47953	0	0	0	0	0	0	0	0	0	0	0	0
Gm47954	2	0	2	0	1	1	0	0	2	1	1	1
Gm47955	0	0	0	0	0	0	0	0	0	0	0	0
Gm47956	25	44	25	39	11	6	9	15	18	18	13	8
Gm47957	0	0	0	0	0	0	0	0	0	1	1	0
Gm47958	50	82	34	71	19	24	16	17	21	24	23	20
Gm47959	0	0	0	0	0	0	0	1	0	0	0	0
Gm4796	0	0	1	0	0	0	0	0	0	0	0	0
Gm47960	5	4	1	5	4	1	3	7	2	2	1	8
Gm47961	1	1	1	0	2	0	0	0	1	0	1	0
Gm47962	8	4	4	5	3	1	9	9	10	8	3	7
Gm47963	34	46	33	47	18	40	26	21	24	32	17	18
Gm47964	0	0	0	0	0	0	0	0	0	0	0	0
Gm47965	0	0	0	0	0	0	0	0	0	0	0	0
Gm47966	3	0	0	1	0	0	0	3	1	1	1	1
Gm47967	0	0	0	0	0	0	0	0	0	0	1	0
Gm47968	0	0	0	0	0	0	0	1	0	1	0	1
Gm47969	1	0	0	0	2	0	2	0	0	0	0	0
Gm4797	0	1	0	0	0	0	0	0	0	1	0	0
Gm47970	0	0	0	0	0	0	0	0	0	0	0	0
Gm47971	0	0	0	0	0	0	0	0	0	0	0	0
Gm47972	1	3	1	2	1	1	1	2	1	4	1	5
Gm47973	0	0	0	0	0	0	0	0	0	0	0	0
Gm47974	0	0	0	0	0	0	0	0	0	0	0	0
Gm47975	0	0	0	0	0	0	0	0	0	0	0	0
Gm47976	31	33	39	36	54	60	33	41	70	65	50	41
Gm47977	0	0	0	0	0	0	0	0	0	0	0	0
Gm47978	0	0	0	0	0	0	0	0	0	0	0	0
Gm47979	0	0	0	0	0	0	0	0	0	0	0	0
Gm4798	7	3	0	1	3	4	6	8	5	3	2	2
Gm47980	33	26	19	24	20	21	21	19	30	35	15	16
Gm47981	5	1	0	0	1	0	0	0	3	0	0	1
Gm47982	110	148	93	121	158	142	146	153	165	178	113	168
Gm47983	0	0	0	0	0	0	0	0	0	0	0	0
Gm47984	0	0	1	0	0	0	0	0	0	0	0	0
Gm47985	0	0	0	0	0	0	0	0	0	0	0	0
Gm47986	0	0	0	0	0	0	0	0	0	0	0	1
Gm47987	0	1	1	1	0	2	2	4	2	7	0	2
Gm47988	0	0	1	0	3	0	1	0	0	1	0	0
Gm47989	0	0	0	0	1	1	0	0	0	1	0	0
Gm4799	3	2	2	3	1	2	5	3	7	4	4	4
Gm47990	0	0	0	1	0	0	0	2	0	0	2	1
